id_arete;parent;lstpoints;highway;nom;surface;dist;deb;fin
168953060-4;168953060;[8437354709, 1801329753, 8437354708];service;Place Paul Bert;asphalt;18.4;8437354709;8437354708
168953060-5;168953060;[8437354708, 1801329756];service;Place Paul Bert;asphalt;11.1;8437354708;1801329756
168953060-6;168953060;[1801329756, 1801329758, 1801329759];service;Place Paul Bert;asphalt;16.7;1801329756;1801329759
169008818-1;169008818;[255400676, 4109357219, 12607211549];pedestrian;Rue d'Espagne;paving_stones;8.7;255400676;12607211549
169008818-2;169008818;[12607211549, 2436291971];pedestrian;Rue d'Espagne;paving_stones;2.2;12607211549;2436291971
169008818-3;169008818;[2436291971, 388382353];pedestrian;Rue d'Espagne;paving_stones;51.3;2436291971;388382353
169008818-4;169008818;[388382353, 388382347];pedestrian;Rue d'Espagne;paving_stones;34.3;388382353;388382347
169008818-5;169008818;[388382347, 388382440];pedestrian;Rue d'Espagne;paving_stones;6.5;388382347;388382440
169008818-6;169008818;[388382440, 1801839779, 388382335];pedestrian;Rue d'Espagne;paving_stones;84.8;388382440;388382335
169008818-7;169008818;[388382335, 364415029];pedestrian;Rue d'Espagne;paving_stones;3.5;388382335;364415029
169009852-1;169009852;[1801848709, 4109357934, 12589755980];pedestrian;Rue Victor Hugo;paving_stones;6.0;1801848709;12589755980
169009852-2;169009852;[12589755980, 1801848708, 364414737];pedestrian;Rue Victor Hugo;paving_stones;41.0;12589755980;364414737
169009852-3;169009852;[364414737, 1801848707, 2502504416];pedestrian;Rue Victor Hugo;paving_stones;124.9;364414737;2502504416
169009852-4;169009852;[2502504416, 255402215];pedestrian;Rue Victor Hugo;paving_stones;3.4;2502504416;255402215
169316598-1;169316598;[570750562, 12066197223];residential;Rue Neuve;asphalt;3.1;570750562;12066197223
169316598-2;169316598;[12066197223, 1804851566, 1804849283];residential;Rue Neuve;asphalt;64.1;12066197223;1804849283
169316598-3;169316598;[1804849283, 1804851568, 3150311586];residential;Rue Neuve;asphalt;27.9;1804849283;3150311586
169320938-1;169320938;[1800874895, 493583931, 3068358956];residential;Avenue Docteur Lafourcade;;23.1;1800874895;3068358956
169320938-2;169320938;[3068358956, 8219767165, 1828882537];residential;Avenue Docteur Lafourcade;;9.0;3068358956;1828882537
169320938-3;169320938;[1828882537, 1828882536, 10278196178, 1800874892, 493976051];residential;Avenue Docteur Lafourcade;;257.7;1828882537;493976051
169452835-1;169452835;[1806149111, 4014816152, 1806149109, 4014816144, 1806149145];tertiary;Allée des Platanes;asphalt;12.0;1806149111;1806149145
169452835-2;169452835;[1806149145, 4014816156, 1806149098, 4014816149, 1806149104, 4014816150, 1806149126, 4014816147, 1806149100];tertiary;Allée des Platanes;asphalt;25.0;1806149145;1806149100
169452837-1;169452837;[1806149110, 1806149108, 1806149113, 1806149103, 1806149119];tertiary;Giratoire Marie-Thérèse Gambade;asphalt;11.4;1806149110;1806149119
169452837-2;169452837;[1806149119, 1806149137, 1806149112, 1806149149, 1806149129, 1806149134, 1806149144];tertiary;Giratoire Marie-Thérèse Gambade;asphalt;15.3;1806149119;1806149144
169452839-1;169452839;[1797205766, 8870038270, 1797205762];residential;Rue de la Baignade;;7.6;1797205766;1797205762
169452839-2;169452839;[1797205762, 8870038269, 1797205751, 8334596630, 255403534, 2362992824, 1797196777, 5484528719, 5484528711, 5482007021, 5482006520];residential;Rue de la Baignade;;80.8;1797205762;5482006520
169453682-1;169453682;[5484526635, 1806155804, 1806155775, 6231013328, 1806155802, 1806155815];tertiary;Rue Tour de Sault;asphalt;70.5;5484526635;1806155815
169453682-2;169453682;[1806155815, 5484526634, 1806155789, 6231013329, 5494546541, 6231013330, 1806155796, 2441233903, 10311512440];tertiary;Rue Tour de Sault;asphalt;61.0;1806155815;10311512440
169453686-1;169453686;[388382470, 1887243154];unclassified;Avenue Maréchal de Lautrec;asphalt;7.5;388382470;1887243154
169453686-2;169453686;[1887243154, 1806155779, 4868369139];unclassified;Avenue Maréchal de Lautrec;asphalt;46.4;1887243154;4868369139
169453686-3;169453686;[4868369139, 1806155780];unclassified;Avenue Maréchal de Lautrec;asphalt;10.4;4868369139;1806155780
169453686-4;169453686;[1806155780, 2611523786];unclassified;Avenue Maréchal de Lautrec;asphalt;15.6;1806155780;2611523786
169453686-5;169453686;[2611523786, 6930121452];unclassified;Avenue Maréchal de Lautrec;asphalt;19.7;2611523786;6930121452
169454702-1;169454702;[1806163934, 1806163926];pedestrian;Place de la Liberté;paving_stones;57.5;1806163934;1806163926
169454702-2;169454702;[1806163926, 7548100991, 6494566930, 7548100990, 7548100989, 7548100988, 7548100987, 7548100986, 7548100985, 2441529125, 7548099384, 7352104735, 7548100992, 1806163904];pedestrian;Place de la Liberté;paving_stones;151.5;1806163926;1806163904
169454702-3;169454702;[1806163904, 1806163940, 1806163934];pedestrian;Place de la Liberté;paving_stones;21.4;1806163904;1806163934
169456099-1;169456099;[1806175466, 3585278130];cycleway;;asphalt;10.8;1806175466;3585278130
169456099-2;169456099;[3585278130, 7284646370, 1806175471, 8637620932, 1806175496, 5660338603, 848697366, 848697368, 8637620933, 8637620934, 8637620935, 1806175397, 8637620936, 8637620937, 8637620938, 8637620939, 8637620940, 848697370, 3732162298];cycleway;;asphalt;276.8;3585278130;3732162298
169456099-3;169456099;[3732162298, 1575406459];cycleway;;asphalt;6.3;3732162298;1575406459
169456100-2;169456100;[3419371496, 10753882076];residential;Rue Eugène Pascau;;34.6;3419371496;10753882076
169456100-3;169456100;[10753882076, 3419369802, 1806175537];residential;Rue Eugène Pascau;;38.5;10753882076;1806175537
169456101-1;169456101;[1806175477, 6488241279, 1806175591, 6488241280, 6488241281];residential;Rue Georges Bergès;;92.9;1806175477;6488241281
169456101-2;169456101;[6488241281, 6488241282, 1806175487];residential;Rue Georges Bergès;;4.5;6488241281;1806175487
169456101-3;169456101;[1806175487, 3732013423];residential;Rue Georges Bergès;;4.7;1806175487;3732013423
169456101-4;169456101;[3732013423, 1806175565];residential;Rue Georges Bergès;;37.8;3732013423;1806175565
169456101-5;169456101;[1806175565, 6488241283, 1806175417];residential;Rue Georges Bergès;;12.1;1806175565;1806175417
169456101-6;169456101;[1806175417, 3732013422, 3419374034];residential;Rue Georges Bergès;;28.6;1806175417;3419374034
169456101-7;169456101;[3419374034, 6488241264];residential;Rue Georges Bergès;;4.3;3419374034;6488241264
169456101-8;169456101;[6488241264, 3419370403];residential;Rue Georges Bergès;;26.8;6488241264;3419370403
169456101-9;169456101;[3419370403, 10753913019];residential;Rue Georges Bergès;;22.9;3419370403;10753913019
169456101-10;169456101;[10753913019, 1806175440];residential;Rue Georges Bergès;;20.9;10753913019;1806175440
169456101-11;169456101;[1806175440, 1806175443, 6488241274, 6488241273, 6488241272, 3554296019, 12369777778, 597626841];residential;Rue Georges Bergès;;80.6;1806175440;597626841
169456103-1;169456103;[1806175440, 3419369801, 6488219427];residential;Rue Philippe Veyrin;asphalt;78.1;1806175440;6488219427
169456103-2;169456103;[6488219427, 6488219428, 1806175450, 7603423200];residential;Rue Philippe Veyrin;asphalt;125.3;6488219427;7603423200
169456103-3;169456103;[7603423200, 7040718281];residential;Rue Philippe Veyrin;asphalt;5.6;7603423200;7040718281
169456103-4;169456103;[7040718281, 7603423189];residential;Rue Philippe Veyrin;asphalt;9.3;7040718281;7603423189
169456103-5;169456103;[7603423189, 6488219429, 1806175540];residential;Rue Philippe Veyrin;asphalt;136.8;7603423189;1806175540
169456103-6;169456103;[1806175540, 10753822768];residential;Rue Philippe Veyrin;asphalt;27.1;1806175540;10753822768
169456103-7;169456103;[10753822768, 10753825855];residential;Rue Philippe Veyrin;asphalt;6.1;10753822768;10753825855
169458213-1;169458213;[1806192765, 1806192701, 1888294725];footway;Esplanade de Verdun;grass;65.5;1806192765;1888294725
169458213-2;169458213;[1888294725, 1806192763, 1888294722];footway;Esplanade de Verdun;grass;26.2;1888294725;1888294722
169458213-3;169458213;[1888294722, 1806192732, 1888294712];footway;Esplanade de Verdun;grass;26.8;1888294722;1888294712
169458213-4;169458213;[1888294712, 1806192765];footway;Esplanade de Verdun;grass;9.6;1888294712;1806192765
169460017-1;169460017;[1806210315, 1806210333, 2282791101];residential;Impasse Gayon;;16.5;1806210315;2282791101
169460017-2;169460017;[2282791101, 1806210322, 1806210288, 6406843653, 1806210323, 1806210331, 6406843655, 1806210290, 6406843654, 4121327634];residential;Impasse Gayon;;124.6;2282791101;4121327634
169694302-1;169694302;[1808592004, 1808592005];pedestrian;Place Patxa;asphalt;22.0;1808592004;1808592005
169694302-2;169694302;[1808592005, 1808592003];pedestrian;Place Patxa;asphalt;20.3;1808592005;1808592003
169694302-3;169694302;[1808592003, 11056506745, 11056506744, 4466301032];pedestrian;Place Patxa;asphalt;22.8;1808592003;4466301032
169694302-4;169694302;[4466301032, 1808592004];pedestrian;Place Patxa;asphalt;20.9;4466301032;1808592004
171918660-1;171918660;[7593174177, 7593174179];footway;;asphalt;13.5;7593174177;7593174179
171918660-2;171918660;[7593174179, 1828784588];footway;;asphalt;60.4;7593174179;1828784588
171918662-1;171918662;[1797148203, 1797148198, 3732064408];footway;;;20.9;1797148203;3732064408
171918662-2;171918662;[3732064408, 1797148208, 3732064414];footway;;;16.1;3732064408;3732064414
171918662-3;171918662;[3732064414, 1797148227, 3732064418];footway;;;26.3;3732064414;3732064418
171918664-1;171918664;[254522018, 1828784586, 1828784590, 12361216510, 1828784577];footway;;asphalt;40.5;254522018;1828784577
171918664-2;171918664;[1828784577, 1797148261];footway;;asphalt;9.2;1828784577;1797148261
171918665-1;171918665;[1797148261, 1828784580];footway;;asphalt;7.0;1797148261;1828784580
171918665-2;171918665;[1828784580, 7593174178, 7593174177];footway;;asphalt;57.8;1828784580;7593174177
171918665-3;171918665;[7593174177, 7593174176, 7593174175];footway;;asphalt;19.5;7593174177;7593174175
172032348-1;172032348;[254920704, 4109357224, 388382290, 2502504415];pedestrian;Rue Port de Castets;paving_stones;83.0;254920704;2502504415
172032348-2;172032348;[2502504415, 1829823617];pedestrian;Rue Port de Castets;paving_stones;2.0;2502504415;1829823617
172033395-1;172033395;[255403511, 1829833006, 5484528574, 1829833008, 5484528575, 1829833002, 1829833001];residential;Rue du Bastion Royal;asphalt;74.7;255403511;1829833001
172033395-2;172033395;[1829833001, 5643153080, 254920454];residential;Rue du Bastion Royal;asphalt;16.5;1829833001;254920454
172033850-1;172033850;[1829836650, 3644652588];secondary;Boulevard Alsace-Lorraine;asphalt;9.0;1829836650;3644652588
172033850-2;172033850;[3644652588, 8158879098, 255321931];secondary;Boulevard Alsace-Lorraine;asphalt;101.4;3644652588;255321931
172033850-3;172033850;[255321931, 1832191291];secondary;Boulevard Alsace-Lorraine;asphalt;4.8;255321931;1832191291
172033850-4;172033850;[1832191291, 1832191293];secondary;Boulevard Alsace-Lorraine;asphalt;90.3;1832191291;1832191293
172033850-5;172033850;[1832191293, 364416032];secondary;Boulevard Alsace-Lorraine;asphalt;6.2;1832191293;364416032
172033850-6;172033850;[364416032, 3150254909];secondary;Boulevard Alsace-Lorraine;asphalt;84.2;364416032;3150254909
172033850-7;172033850;[3150254909, 254934188];secondary;Boulevard Alsace-Lorraine;asphalt;11.6;3150254909;254934188
172033851-1;172033851;[1829836633, 5824252288];residential;Boulevard Jean Jaurès;;7.5;1829836633;5824252288
172033851-2;172033851;[5824252288, 5824252289, 255322335];residential;Boulevard Jean Jaurès;;44.8;5824252288;255322335
172033851-3;172033851;[255322335, 254933117];residential;Boulevard Jean Jaurès;;52.7;255322335;254933117
172033851-4;172033851;[254933117, 3486418079];residential;Boulevard Jean Jaurès;;10.3;254933117;3486418079
172033851-5;172033851;[3486418079, 254933309];residential;Boulevard Jean Jaurès;;61.3;3486418079;254933309
172033851-6;172033851;[254933309, 5824252291, 7639950986, 5464276929, 5464276928, 6650044154];residential;Boulevard Jean Jaurès;;68.9;254933309;6650044154
172033851-7;172033851;[6650044154, 5824252290, 3415985383];residential;Boulevard Jean Jaurès;;11.0;6650044154;3415985383
172033851-8;172033851;[3415985383, 3415985386];residential;Boulevard Jean Jaurès;;7.3;3415985383;3415985386
172033851-9;172033851;[3415985386, 255322334];residential;Boulevard Jean Jaurès;;9.5;3415985386;255322334
172033851-10;172033851;[255322334, 3415985381, 5464276925, 476283459];residential;Boulevard Jean Jaurès;;23.3;255322334;476283459
172034640-1;172034640;[364415835, 8992949093, 8992953089, 255321928];residential;Rue Capitaine Pellot;asphalt;99.8;364415835;255321928
172034640-2;172034640;[255321928, 8992949094, 717860510];residential;Rue Capitaine Pellot;asphalt;32.6;255321928;717860510
172034640-3;172034640;[717860510, 6490858867, 8992933174, 1830766529];residential;Rue Capitaine Pellot;asphalt;35.2;717860510;1830766529
172034640-4;172034640;[1830766529, 6490858866, 8992954999, 6490858865, 255321930];residential;Rue Capitaine Pellot;asphalt;54.8;1830766529;255321930
172034640-5;172034640;[255321930, 8992953320, 9321104705];residential;Rue Capitaine Pellot;asphalt;27.0;255321930;9321104705
172034640-6;172034640;[9321104705, 1832191292];residential;Rue Capitaine Pellot;asphalt;25.7;9321104705;1832191292
172034640-7;172034640;[1832191292, 255321931];residential;Rue Capitaine Pellot;asphalt;8.4;1832191292;255321931
172034640-8;172034640;[255321931, 8992954076];residential;Rue Capitaine Pellot;asphalt;8.5;255321931;8992954076
172034640-9;172034640;[8992954076, 12337265937];residential;Rue Capitaine Pellot;asphalt;19.4;8992954076;12337265937
172034640-10;172034640;[12337265937, 12337265926];residential;Rue Capitaine Pellot;asphalt;22.5;12337265937;12337265926
172034640-11;172034640;[12337265926, 1829846383];residential;Rue Capitaine Pellot;asphalt;3.3;12337265926;1829846383
172035333-1;172035333;[717877851, 5464276916];pedestrian;Rue de l'Esté;concrete;8.3;717877851;5464276916
172035333-2;172035333;[5464276916, 8114491279];pedestrian;Rue de l'Esté;concrete;48.4;5464276916;8114491279
172035333-3;172035333;[8114491279, 255322428];pedestrian;Rue de l'Esté;concrete;4.7;8114491279;255322428
172035337-1;172035337;[255322525, 3150254927, 3653092000];residential;Rue Ulysse Darracq;asphalt;16.3;255322525;3653092000
172035337-2;172035337;[3653092000, 1829852878, 6212815317, 255322529];residential;Rue Ulysse Darracq;asphalt;76.6;3653092000;255322529
172035343-1;172035343;[255322525, 8992972334, 1829846423];residential;Rue Ulysse Darracq;asphalt;42.8;255322525;1829846423
172035343-2;172035343;[1829846423, 3150254920, 1829846415];residential;Rue Ulysse Darracq;asphalt;45.4;1829846423;1829846415
172144943-1;172144943;[1830766581, 476283487, 3649039666];secondary;Boulevard Alsace-Lorraine;asphalt;5.1;1830766581;3649039666
172144943-2;172144943;[3649039666, 5464276978, 476283491];secondary;Boulevard Alsace-Lorraine;asphalt;23.1;3649039666;476283491
172144943-3;172144943;[476283491, 12095479400];secondary;Boulevard Alsace-Lorraine;asphalt;4.7;476283491;12095479400
172144943-4;172144943;[12095479400, 5464276979, 3644652589];secondary;Boulevard Alsace-Lorraine;asphalt;112.0;12095479400;3644652589
172144943-5;172144943;[3644652589, 1829836651];secondary;Boulevard Alsace-Lorraine;asphalt;7.8;3644652589;1829836651
172144945-1;172144945;[717860603, 6490858871, 364416075];residential;Rue Brigadier Muscar;asphalt;65.9;717860603;364416075
172144945-2;172144945;[364416075, 255321928];residential;Rue Brigadier Muscar;asphalt;101.3;364416075;255321928
172144945-3;172144945;[255321928, 8992936459, 3486418066, 254933309];residential;Rue Brigadier Muscar;asphalt;116.9;255321928;254933309
172144946-1;172144946;[1830766523, 6753623785];residential;Rue Daniel Argote;asphalt;8.2;1830766523;6753623785
172144946-2;172144946;[6753623785, 5464276926, 5464276927, 6650044153, 3415985386];residential;Rue Daniel Argote;asphalt;16.5;6753623785;3415985386
172144948-1;172144948;[254933117, 3516832316, 6490858869, 6490858868, 1830766529];residential;Rue Benoît Sourigues;asphalt;116.3;254933117;1830766529
172144948-2;172144948;[1830766529, 8992923497, 3150254906, 6490858870, 364416057];residential;Rue Benoît Sourigues;asphalt;101.1;1830766529;364416057
172144948-3;172144948;[364416057, 3150254915, 8228241704, 8228241707, 6290776015];residential;Rue Benoît Sourigues;asphalt;50.4;364416057;6290776015
172144948-4;172144948;[6290776015, 3150254919];residential;Rue Benoît Sourigues;asphalt;19.8;6290776015;3150254919
172144948-5;172144948;[3150254919, 6212815320, 6212815321, 254933119];residential;Rue Benoît Sourigues;asphalt;24.5;3150254919;254933119
172156046-1;172156046;[4867744979, 5641466791, 1830939761, 5641466792, 1830939763, 5641466793, 1830939791, 5639532668, 1830939794, 5641466794, 1830939804, 1830939818, 6683597161];path;;asphalt;218.5;4867744979;6683597161
172156046-2;172156046;[6683597161, 1830939822, 5639532664, 5639532663, 1830939766, 5641466795, 1830939783];path;;asphalt;111.9;6683597161;1830939783
172166058-1;172166058;[1831031319, 4119154451, 8432379397];service;Avenue des Parachutistes SAS;;135.2;1831031319;8432379397
172166058-2;172166058;[8432379397, 4119161058];service;Avenue des Parachutistes SAS;;11.3;8432379397;4119161058
172166068-1;172166068;[8432379410, 1831031386, 1831031273, 1831031436];service;Avenue de la Citadelle;;78.5;8432379410;1831031436
172166068-2;172166068;[1831031436, 1831031440, 1831031439, 1831031276];service;Avenue de la Citadelle;;34.1;1831031436;1831031276
172166068-3;172166068;[1831031276, 1831031340, 1831031388, 1831031333, 1831031390, 4119161058];service;Avenue de la Citadelle;;78.3;1831031276;4119161058
172166072-1;172166072;[1831031279, 7612300233];secondary;Rue Maubec;asphalt;11.4;1831031279;7612300233
172166072-2;172166072;[7612300233, 12369785815, 6157184589, 1831045091];secondary;Rue Maubec;asphalt;97.3;7612300233;1831045091
172166072-3;172166072;[1831045091, 5602448561, 1831045186];secondary;Rue Maubec;asphalt;102.6;1831045091;1831045186
172166072-4;172166072;[1831045186, 1831045098];secondary;Rue Maubec;asphalt;19.3;1831045186;1831045098
172169632-1;172169632;[254053867, 11283173263];service;Place Moracin;asphalt;4.7;254053867;11283173263
172169632-2;172169632;[11283173263, 10117200530];service;Place Moracin;asphalt;7.8;11283173263;10117200530
172169632-3;172169632;[10117200530, 10117200534];service;Place Moracin;asphalt;8.7;10117200530;10117200534
172169632-4;172169632;[10117200534, 9609297404, 1831045081];service;Place Moracin;asphalt;18.5;10117200534;1831045081
172169637-1;172169637;[2388628831, 1831045226, 9652215262];service;Allée Paul Maye;;5.2;2388628831;9652215262
172169637-2;172169637;[9652215262, 8138542312, 8158820947];service;Allée Paul Maye;;14.3;9652215262;8158820947
172169637-3;172169637;[8158820947, 8138542309, 1831045124];service;Allée Paul Maye;;18.4;8158820947;1831045124
172169641-1;172169641;[11283195172, 1831045088, 1831045086, 10117138265, 10117138266, 1831045184, 10117138261];path;Chemin Oelh de la Houn;;70.0;11283195172;10117138261
172169641-2;172169641;[10117138261, 4176736395];path;Chemin Oelh de la Houn;;8.7;10117138261;4176736395
172169648-1;172169648;[1831045098, 12066129967];residential;Cité Madim;;4.2;1831045098;12066129967
172169648-2;172169648;[12066129967, 1831045070];residential;Cité Madim;;11.3;12066129967;1831045070
172169648-3;172169648;[1831045070, 1831045126, 1831045133, 1831045115, 1831045079, 1831045252, 1831045146];residential;Cité Madim;;30.4;1831045070;1831045146
172169648-4;172169648;[1831045146, 1831045128, 1831045119, 7612300235, 1831045118];residential;Cité Madim;;26.7;1831045146;1831045118
172169648-5;172169648;[1831045118, 7612300234, 1831045103];residential;Cité Madim;;62.5;1831045118;1831045103
175762450-1;175762450;[254936110, 5641481543, 1863160838];residential;Quai de Lesseps;asphalt;12.9;254936110;1863160838
175762450-2;175762450;[1863160838, 5641481539, 5641481538, 5641481544, 476450932];residential;Quai de Lesseps;asphalt;30.7;1863160838;476450932
176030864-1;176030864;[364414737, 388382282];pedestrian;Rue Lormand;paving_stones;34.7;364414737;388382282
176030864-2;176030864;[388382282, 388382278];pedestrian;Rue Lormand;paving_stones;17.6;388382282;388382278
176030864-3;176030864;[388382278, 255402703];pedestrian;Rue Lormand;paving_stones;36.0;388382278;255402703
177518055-1;177518055;[1879402995, 1800874897, 1879402999];residential;Chemin Abbé Edouard Cestac;;50.9;1879402995;1879402999
177518055-2;177518055;[1879402999, 1879402988];residential;Chemin Abbé Edouard Cestac;;22.8;1879402999;1879402988
177519434-1;177519434;[1879417900, 1879417909, 1879417908, 1879417901, 1879417837, 1879417831];service;;;94.5;1879417900;1879417831
177519434-2;177519434;[1879417831, 1879417881, 1879417911, 1879417896, 1879417944, 1879417832, 1879417932, 1879417872, 1879417861, 1879417841, 1879417930, 1879417866, 1879417857, 1879417943, 1879417864, 1879417942, 1879417940, 1879417865, 1879417907];service;;;179.9;1879417831;1879417907
177519435-1;177519435;[1879417863, 1879417916];service;;asphalt;12.9;1879417863;1879417916
177519435-2;177519435;[1879417916, 1879417842, 1879417860, 1879417870, 1879417946, 4323212065, 4323212066, 4323212076, 1879417830];service;;asphalt;157.8;1879417916;1879417830
177522489-1;177522489;[1806149150, 1879448372, 1879448364, 1879448370];service;;;84.2;1806149150;1879448370
177522489-2;177522489;[1879448370, 1879448368, 1879448376, 1879448357, 1879448353];service;;;97.9;1879448370;1879448353
177524101-1;177524101;[1797215395, 9573469350, 1879458850, 1879458800, 1879458840, 6406843639, 1879458793, 1879458846, 6406843640, 1879458860, 1879458859];service;;;78.6;1797215395;1879458859
177524101-2;177524101;[1879458859, 3779363394, 1879458853];service;;;21.2;1879458859;1879458853
177524104-1;177524104;[1879458843, 1879458833, 1879458857, 11347028968, 1879458839, 11347028967, 1879458854, 1879458844];footway;;asphalt;56.9;1879458843;1879458844
177524104-2;177524104;[1879458844, 1879458805, 11347028966, 1879458836, 11347028965, 1879458790, 11980405113];footway;;asphalt;46.6;1879458844;11980405113
177524104-3;177524104;[11980405113, 1879458832, 1879458851];footway;;asphalt;14.8;11980405113;1879458851
177524113-1;177524113;[1879458843, 1879458797, 5746676779, 1879458804, 1879458819];footway;;asphalt;32.4;1879458843;1879458819
177524113-2;177524113;[1879458819, 1879458847, 1879458809];footway;;asphalt;12.9;1879458819;1879458809
177524113-3;177524113;[1879458809, 5769859710];footway;;asphalt;8.2;1879458809;5769859710
177524116-1;177524116;[1879458835, 3779363396, 3779363398];service;;;23.1;1879458835;3779363398
177524116-2;177524116;[3779363398, 6406843641, 1879458859];service;;;10.9;3779363398;1879458859
177524119-1;177524119;[3055027151, 1879458818, 4938381831];pedestrian;Allée des Tarrides;asphalt;32.3;3055027151;4938381831
177524119-2;177524119;[4938381831, 2290816470];pedestrian;Allée des Tarrides;asphalt;86.8;4938381831;2290816470
177524119-3;177524119;[2290816470, 1879458863];pedestrian;Allée des Tarrides;asphalt;8.0;2290816470;1879458863
177524121-1;177524121;[1806163946, 1888294718];footway;;concrete;34.5;1806163946;1888294718
177524121-2;177524121;[1888294718, 1879458842, 1888288340];footway;;concrete;14.4;1888294718;1888288340
177524122-1;177524122;[1879458845, 7593105293, 11980405115];footway;;;21.3;1879458845;11980405115
177524122-2;177524122;[11980405115, 1888286451];footway;;;82.8;11980405115;1888286451
178361776-1;178361776;[4268140546, 5971540419];pedestrian;Place Bernard de Lacarre;paving_stones;5.4;4268140546;5971540419
178361776-2;178361776;[5971540419, 4268147254];pedestrian;Place Bernard de Lacarre;paving_stones;11.1;5971540419;4268147254
178361776-3;178361776;[4268147254, 388382302];pedestrian;Place Bernard de Lacarre;paving_stones;32.7;4268147254;388382302
178482275-1;178482275;[1888288340, 1888294709];footway;;asphalt;21.0;1888288340;1888294709
178482275-2;178482275;[1888294709, 1888288342];footway;;asphalt;19.6;1888294709;1888288342
178482275-3;178482275;[1888288342, 3914846059];footway;;asphalt;8.9;1888288342;3914846059
178482275-4;178482275;[3914846059, 3055030534];footway;;asphalt;5.1;3914846059;3055030534
178482275-5;178482275;[3055030534, 1888288344, 2290816470];footway;;asphalt;17.7;3055030534;2290816470
178482585-1;178482585;[1888294718, 5746676785];steps;;concrete;4.2;1888294718;5746676785
178482585-2;178482585;[5746676785, 1888294725];steps;;concrete;3.5;5746676785;1888294725
178482586-1;178482586;[3055030534, 5746676781];steps;;concrete;3.9;3055030534;5746676781
178482586-2;178482586;[5746676781, 1888294712];steps;;concrete;2.6;5746676781;1888294712
178482589-1;178482589;[1888294709, 5746676783];steps;;grass_paver;5.8;1888294709;5746676783
178482589-2;178482589;[5746676783, 1888294722];steps;;grass_paver;2.9;5746676783;1888294722
178483180-1;178483180;[6480663693, 1806210367, 1888303650, 1888303666, 1888303632];footway;;fine_gravel;15.6;6480663693;1888303632
178483180-2;178483180;[1888303632, 9623699568, 9623699567, 9623699566, 9623699565, 9623699564];footway;;fine_gravel;23.0;1888303632;9623699564
178483182-1;178483182;[1888303638, 1888303633, 6480663694, 1888303632];footway;;fine_gravel;25.6;1888303638;1888303632
178483182-2;178483182;[1888303632, 1888303622, 1888303681];footway;;fine_gravel;23.8;1888303632;1888303681
178483183-1;178483183;[6480663688, 1888303662];footway;;;37.5;6480663688;1888303662
178483183-2;178483183;[1888303662, 9014830004, 6335008528];footway;;;39.0;1888303662;6335008528
178483186-1;178483186;[1888303676, 1888303636, 1888303667, 1888303674, 1888303624];footway;;fine_gravel;19.5;1888303676;1888303624
178483186-2;178483186;[1888303624, 1888303647, 1888303646, 1888303645, 1888303644, 1888303649, 6480661170, 1888303652, 9623699570, 1888303655];footway;;fine_gravel;39.4;1888303624;1888303655
178483186-3;178483186;[1888303655, 1888303640, 1888303671];footway;;fine_gravel;11.4;1888303655;1888303671
178483186-4;178483186;[1888303671, 1888303643, 1888303678, 1888303669, 1888303631];footway;;fine_gravel;23.0;1888303671;1888303631
178483186-5;178483186;[1888303631, 1888303630, 1888303638];footway;;fine_gravel;15.5;1888303631;1888303638
178483186-6;178483186;[1888303638, 6480661178, 1888303634, 9623699564];footway;;fine_gravel;11.5;1888303638;9623699564
178483186-7;178483186;[9623699564, 1888303658, 1888303677, 1888303676];footway;;fine_gravel;13.9;9623699564;1888303676
178483189-1;178483189;[1888303642, 1888303660, 1888303684, 1888303682, 1888303670, 1888303668, 1888303679, 1888303654, 1888303653];footway;;compacted;55.4;1888303642;1888303653
178483189-2;178483189;[1888303653, 1888303629, 1888303661, 1888303659, 1888303657, 1888303656];footway;;compacted;33.4;1888303653;1888303656
178483189-3;178483189;[1888303656, 1888303648, 1888303651, 1888303627, 1888303641, 1888303623];footway;;compacted;30.2;1888303656;1888303623
178483189-4;178483189;[1888303623, 1888303642];footway;;compacted;6.9;1888303623;1888303642
178483192-1;178483192;[388189781, 6480663690];footway;;paving_stones;9.2;388189781;6480663690
178483192-2;178483192;[6480663690, 3055028742, 1888303656];footway;;paving_stones;15.0;6480663690;1888303656
178486554-1;178486554;[1888318079, 3668894640];service;;;6.7;1888318079;3668894640
178486554-2;178486554;[3668894640, 4109191339, 1888318068];service;;;40.1;3668894640;1888318068
178486554-3;178486554;[1888318068, 1888318066, 1888318088];service;;;96.6;1888318068;1888318088
178486554-4;178486554;[1888318088, 1888318085, 1888318083, 8434696333];service;;;75.0;1888318088;8434696333
178486554-5;178486554;[8434696333, 1888318087, 8434696332, 8434696331];service;;;38.5;8434696333;8434696331
178653350-1;178653350;[7606600289, 11758865947, 11758865952];service;;;28.1;7606600289;11758865952
178653350-2;178653350;[11758865952, 11758865945, 4285831139];service;;;52.2;11758865952;4285831139
178653350-3;178653350;[4285831139, 1890041782];service;;;6.1;4285831139;1890041782
178654631-1;178654631;[6015172761, 6154744073, 1890053023];unclassified;Rue Vauban;asphalt;117.1;6015172761;1890053023
178654631-2;178654631;[1890053023, 6154744072, 10708960740, 10708960739];unclassified;Rue Vauban;asphalt;41.0;1890053023;10708960739
178654631-3;178654631;[10708960739, 476450955];unclassified;Rue Vauban;asphalt;11.0;10708960739;476450955
