id_arete;parent;lstpoints;highway;nom;surface;dist;deb;fin
960758865;960758865;[4868366903, 4868366904, 8887883469];residential;Rue de l'Abesque;sett;15.3;4868366903;8887883469
967071981;967071981;[8254499981, 388314412];living_street;Rue Adolphe Thiers;concrete:plates;29.5;8254499981;388314412
967478422;967478422;[8950580251, 11149909291, 11149909293];footway;;;11.9;8950580251;11149909293
967532652;967532652;[8951067645, 578393993];path;Chemin du Fort;;73.5;8951067645;578393993
969131646;969131646;[8967750083, 8967750082];footway;;asphalt;15.8;8967750083;8967750082
969131647;969131647;[8967750083, 8967750088];footway;;asphalt;6.6;8967750083;8967750088
969131648;969131648;[8967750086, 8967750083];footway;;asphalt;5.3;8967750086;8967750083
969131650;969131650;[8967750087, 8967750086];footway;;;15.0;8967750087;8967750086
969131651;969131651;[8967750089, 8967750088];footway;;;14.9;8967750089;8967750088
970701733;970701733;[8983896057, 6817486867];footway;;asphalt;8.3;8983896057;6817486867
970704674;970704674;[254920454, 8870131917];pedestrian;Quai Augustin Chaho;asphalt;6.9;254920454;8870131917
970704675;970704675;[4868223520, 1887243196, 1887243200];pedestrian;Quai des Corsaires;paving_stones;19.9;4868223520;1887243200
971599640;971599640;[8992557724, 8300441490];footway;;paving_stones;8.3;8992557724;8300441490
972160394;972160394;[8758462077, 8758462062];footway;;;4.5;8758462077;8758462062
972160395;972160395;[8758462076, 8758462077];cycleway;;asphalt;13.2;8758462076;8758462077
972160396;972160396;[8758462075, 8758462076];cycleway;;asphalt;5.8;8758462075;8758462076
987156948;987156948;[1831031431, 9124471839, 9124471838, 9124471837, 9124471836, 9124471835, 9124471834, 9124471833];service;;;78.4;1831031431;9124471833
993400000;993400000;[9177730039, 9177730038];steps;;concrete;9.8;9177730039;9177730038
993400001;993400001;[8758462057, 9177730040, 9177730037, 9177730039];footway;;grass;11.9;8758462057;9177730039
995918864;995918864;[706302159, 257607801];living_street;Rue Marengo;asphalt;64.5;706302159;257607801
1010229554;1010229554;[9321104698, 9321104697];service;;;4.4;9321104698;9321104697
1010229555;1010229555;[9321104699, 9321104698];service;;;11.0;9321104699;9321104698
1010229556;1010229556;[9321104700, 9321104699];service;;;29.8;9321104700;9321104699
1010229558;1010229558;[9321104705, 9321104704];service;;;24.6;9321104705;9321104704
1012403801;1012403801;[5498743686, 9340106635];footway;;;8.8;5498743686;9340106635
1020632886;1020632886;[9413390407, 9413390408, 7040718259];footway;;;14.9;9413390407;7040718259
1020632887;1020632887;[9413390407, 9413390409, 9413390410, 9413390411, 6489989379];path;;;80.2;9413390407;6489989379
1020632888;1020632888;[5784888927, 9413390407];footway;;;6.6;5784888927;9413390407
1020632889;1020632889;[9413390407, 9413390412, 3419380396];path;;;13.6;9413390407;3419380396
1020976537;1020976537;[5763327598, 9416615702];service;;;11.1;5763327598;9416615702
1022170098;1022170098;[570056253, 8138561236];residential;Rue Albert Thomas;asphalt;20.6;570056253;8138561236
1022173267;1022173267;[751512672, 5464276917, 3150255637, 10733895563, 254935706];residential;Quai de Lesseps;asphalt;36.8;751512672;254935706
1022178903;1022178903;[2612722760, 5473696313, 5473696314, 5473696315, 1830939803, 1830939801];footway;;asphalt;13.5;2612722760;1830939801
1022178904;1022178904;[5995038330, 6943095331, 6943095330, 6943095329, 6943095328, 6943095327, 6943095326, 6943095325, 6943095324, 6943095323, 1830939801];footway;;asphalt;56.3;5995038330;1830939801
1022622927;1022622927;[9431405567, 5781738099];footway;;;2.6;9431405567;5781738099
1022622928;1022622928;[3660023479, 9431405568];footway;;asphalt;3.0;3660023479;9431405568
1022622929;1022622929;[9431405569, 5602458348];footway;;;3.4;9431405569;5602458348
1022622930;1022622930;[3660023478, 9431405570];footway;;asphalt;2.6;3660023478;9431405570
1022642540;1022642540;[5464276903, 570056323, 6167949114];unclassified;Chemin de Saint-Étienne;asphalt;77.2;5464276903;6167949114
1031326824;1031326824;[9505310269, 9505310270, 9505310271, 9505310272, 9505310273, 9505310274, 9505310275, 9505310276, 9505310277, 11067165899, 9505310278];footway;;;59.8;9505310269;9505310278
1031326825;1031326825;[9505310279, 9505310283];footway;;;11.0;9505310279;9505310283
1031326826;1031326826;[7635974243, 9505310282, 9505310281];steps;;asphalt;27.4;7635974243;9505310281
1031326827;1031326827;[9505310281, 11067165879, 9505310283];footway;;asphalt;15.8;9505310281;9505310283
1031326828;1031326828;[3585264904, 9505310284];steps;;concrete;16.2;3585264904;9505310284
1031326830;1031326830;[9505310289, 10117138286, 10117138288];steps;;;20.4;9505310289;10117138288
1031326832;1031326832;[1831045118, 9505310296, 1831045070];steps;;;33.1;1831045118;1831045070
1031328338;1031328338;[2364223484, 9505312226];footway;;asphalt;25.4;2364223484;9505312226
1032899622;1032899622;[5487073240, 9516486139, 9516486138, 9516486137];footway;;concrete;47.6;5487073240;9516486137
1032935505;1032935505;[9516851285, 9516851284, 12433838645, 9516851283, 12433838649, 12433838652, 12433838654, 12433838657, 12433838659, 9516851282, 12433838692, 12433838691, 12433838690, 12433838689, 12433838688, 12433838687, 12433838686, 12433838685, 12433838684, 12433838683, 12433838682];footway;;;329.4;9516851285;12433838682
1032935506;1032935506;[1879458799, 9516851285];footway;;asphalt;19.6;1879458799;9516851285
1044294910;1044294910;[9609236401, 7003820158, 11283173247];footway;;;14.8;9609236401;11283173247
1044294911;1044294911;[9609236409, 9609236405, 9609236404, 9609236403, 9609236402, 9609236407];footway;;asphalt;55.9;9609236409;9609236407
1044298046;1044298046;[9609320070, 9609320069];footway;;asphalt;12.4;9609320070;9609320069
1046494408;1046494408;[1888303655, 9623699569, 6335008528];footway;;;29.5;1888303655;6335008528
1046494409;1046494409;[1888303624, 9623699572, 9623699571, 7667113682];footway;;;22.8;1888303624;7667113682
1046618413;1046618413;[3585264904, 9624738199, 9624738198, 9624738197, 6212831423];steps;;concrete;22.7;3585264904;6212831423
1050253825;1050253825;[9651597170, 9651597169, 9651597168, 9651597167, 9652131598, 9652131597, 9651597171];footway;;;85.4;9651597170;9651597171
1050253826;1050253826;[9651597171, 2388629291];footway;;;7.4;9651597171;2388629291
1052982959;1052982959;[4867744963, 4865716979, 4865716982];residential;Quai de Lesseps;asphalt;30.6;4867744963;4865716982
1052988744;1052988744;[9676914056, 10137761500, 9676914057];footway;;concrete;55.9;9676914056;9676914057
1052988745;1052988745;[9676914057, 1801848709];footway;;asphalt;3.5;9676914057;1801848709
1052988746;1052988746;[1887243200, 9676914058, 9676914056];footway;;paving_stones;6.4;1887243200;9676914056
1052988748;1052988748;[7567052003, 5480592819];path;;asphalt;6.9;7567052003;5480592819
1052988749;1052988749;[9676914059, 9048551373];footway;;asphalt;3.3;9676914059;9048551373
1052988750;1052988750;[9676914059, 6528389295];footway;;asphalt;2.2;9676914059;6528389295
1052988751;1052988751;[3513549751, 9676914059];footway;;asphalt;1.6;3513549751;9676914059
1058000797;1058000797;[9721427307, 9721427306, 9721427305];service;;;37.6;9721427307;9721427305
1058000798;1058000798;[3585264909, 9721427309, 9721427308, 9721427307];service;;;25.3;3585264909;9721427307
1062022547;1062022547;[6212831429, 9756828283, 11093590679, 6212831411];service;;;32.9;6212831429;6212831411
1067268356;1067268356;[1890041784, 9799457000, 9799457001, 8995529472];footway;;asphalt;24.6;1890041784;8995529472
1069963275;1069963275;[9516486137, 5487073243];footway;;concrete;12.2;9516486137;5487073243
1069963276;1069963276;[5487073241, 5487073240];footway;;;5.5;5487073241;5487073240
1078485608;1078485608;[7003820167, 9887201233];steps;;concrete;2.2;7003820167;9887201233
1078525247;1078525247;[9887512373, 9887512374];footway;Ruelle des Basques;;31.8;9887512373;9887512374
1078970506;1078970506;[9891097359, 9891097388];path;;;5.7;9891097359;9891097388
1078970507;1078970507;[9891097360, 9891097384];path;;;5.8;9891097360;9891097384
1078970508;1078970508;[9891097361, 9891097380];path;;;5.8;9891097361;9891097380
1078970509;1078970509;[9891097362, 9891097376];path;;;5.7;9891097362;9891097376
1078970510;1078970510;[9891097363, 9891097372];path;;;5.6;9891097363;9891097372
1078970511;1078970511;[9891097364, 9891097368];path;;;6.0;9891097364;9891097368
1082094767;1082094767;[3419374036, 9917139598, 9917139597];footway;;;39.3;3419374036;9917139597
1083978669;1083978669;[9933439335, 3554295998, 9933439336];footway;;asphalt;9.2;9933439335;9933439336
1083978670;1083978670;[9933439336, 9933439337];footway;;paving_stones;3.5;9933439336;9933439337
1083978671;1083978671;[9933439337, 3554296021];footway;;;4.6;9933439337;3554296021
1085045638;1085045638;[9942175353, 9942175352];footway;;asphalt;4.9;9942175353;9942175352
1085045639;1085045639;[6552508375, 9942175362];footway;;;5.6;6552508375;9942175362
1094494865;1094494865;[711707605, 10024304212];secondary;Avenue Duvergier de Hauranne;asphalt;12.2;711707605;10024304212
1094494866;1094494866;[10024304213, 711707605];secondary;Avenue Duvergier de Hauranne;asphalt;14.9;10024304213;711707605
1098230693;1098230693;[7593174179, 254521790, 10055688311];footway;;asphalt;15.3;7593174179;10055688311
1098230694;1098230694;[8300441489, 10055688311];footway;;paving_stones;2.9;8300441489;10055688311
1101041054;1101041054;[2042214151, 10076649789];secondary;Rue Maubec;asphalt;6.1;2042214151;10076649789
1105599089;1105599089;[10117138260, 10117138259];path;;;2.2;10117138260;10117138259
1105599090;1105599090;[10117138262, 10117138260];path;;grass;2.2;10117138262;10117138260
1105599091;1105599091;[10117138270, 10117138269, 10117138268, 10117138267, 10117138262];path;;grass;33.7;10117138270;10117138262
1105599092;1105599092;[10117138288, 10117138278, 10117138277, 10117138276, 10117138275, 10117138274, 10117138273, 10117138272, 10117138271, 10117138270];path;;ground;58.9;10117138288;10117138270
1105604931;1105604931;[10117200533, 10117200532, 10117200531, 10117200530];service;Place Moracin;asphalt;26.6;10117200533;10117200530
1105604932;1105604932;[1831045081, 1831045203, 10117200537, 10117200536, 10117200535, 10117200534];service;Place Moracin;asphalt;54.9;1831045081;10117200534
1105608648;1105608648;[2441623387, 2441623386];footway;;asphalt;7.6;2441623387;2441623386
1105608649;1105608649;[10117225129, 10117225132];footway;;;1.6;10117225129;10117225132
1105608650;1105608650;[10117225130, 10117225131];footway;;asphalt;1.8;10117225130;10117225131
1105608651;1105608651;[10117225131, 10117225133];steps;;;3.7;10117225131;10117225133
1105608652;1105608652;[10117225132, 10117225133];steps;;;3.1;10117225132;10117225133
1105608653;1105608653;[10117225134, 10117225133];footway;;asphalt;1.3;10117225134;10117225133
1105608658;1105608658;[10117225141, 5992472297];footway;;asphalt;2.0;10117225141;5992472297
1105608659;1105608659;[10117225143, 10117225141];steps;;concrete;4.6;10117225143;10117225141
1106342972;1106342972;[2364223463, 10123954371, 10123954370];footway;;;11.4;2364223463;10123954370
1106343616;1106343616;[10123958486, 10123958481];footway;;;12.3;10123958486;10123958481
1106343617;1106343617;[9651597202, 10123958485, 10123958484, 10123958483, 10123958482, 3585262595];footway;;;23.8;9651597202;3585262595
1106343618;1106343618;[10123958486, 10123958487];steps;;;4.7;10123958486;10123958487
1106343619;1106343619;[9651597207, 10123958490, 10123958489, 10123958488, 10123958487];footway;;;20.9;9651597207;10123958487
1108122025;1108122025;[10139342013, 10139342012];service;;asphalt;10.6;10139342013;10139342012
1108122026;1108122026;[10139342015, 1797177098];service;;asphalt;7.5;10139342015;1797177098
1108122027;1108122027;[10139345417, 10139342016];service;;asphalt;10.6;10139345417;10139342016
1108571055;1108571055;[10142982583, 10142982584];footway;;;4.1;10142982583;10142982584
1111569354;1111569354;[10169507247, 10169507246, 10169507245];steps;;paving_stones;8.5;10169507247;10169507245
1111569355;1111569355;[10169507248, 10169507247];footway;;concrete;8.5;10169507248;10169507247
1112720862;1112720862;[10180857301, 10180857300];footway;;concrete;12.6;10180857301;10180857300
1112720878;1112720878;[10180877503, 10180877508];cycleway;;paving_stones;5.2;10180877503;10180877508
1112720879;1112720879;[10180877505, 10180877504];cycleway;;paving_stones;5.3;10180877505;10180877504
1112720880;1112720880;[10180877507, 10180877506];cycleway;;paving_stones;4.2;10180877507;10180877506
1112720882;1112720882;[3455324230, 10180877513];cycleway;;concrete;1.6;3455324230;10180877513
1112720883;1112720883;[10180877521, 3455324230];footway;;wood;3.6;10180877521;3455324230
1112720884;1112720884;[10180877522, 10180877523];footway;;wood;4.7;10180877522;10180877523
1112720885;1112720885;[1829836652, 10180877523];steps;;wood;8.3;1829836652;10180877523
1112721311;1112721311;[5464276986, 10180877501];cycleway;;asphalt;14.4;5464276986;10180877501
1112721314;1112721314;[5480072149, 3658634694];cycleway;;concrete;2.7;5480072149;3658634694
1112721315;1112721315;[3649039667, 3649039668];cycleway;;asphalt;28.2;3649039667;3649039668
1112723853;1112723853;[10180904248, 10180904247];footway;;concrete;5.9;10180904248;10180904247
1122053612;1122053612;[10262503365, 10262503359];footway;;paving_stones;2.6;10262503365;10262503359
1122053613;1122053613;[10262503363, 10262503360];footway;;paving_stones;2.9;10262503363;10262503360
1124402299;1124402299;[1829852854, 10282134125];secondary;Boulevard Alsace-Lorraine;asphalt;6.1;1829852854;10282134125
1134480243;1134480243;[1797242441, 10576464143, 10576464142, 10576464141, 10576454740, 10576454739];service;;;61.5;1797242441;10576454739
1136706608;1136706608;[10596273525, 10596273524];path;;;5.7;10596273525;10596273524
1136706609;1136706609;[10596273526, 10596273525];path;;;5.8;10596273526;10596273525
1148295105;1148295105;[10683849194, 10683849193];service;;;42.8;10683849194;10683849193
1148295106;1148295106;[10683849196, 10683849195];service;;;44.1;10683849196;10683849195
1148295123;1148295123;[10683905651, 10683905650];service;;;41.5;10683905651;10683905650
1148295124;1148295124;[10683905653, 10683905652];service;;;40.2;10683905653;10683905652
1148295125;1148295125;[10683905655, 10683905654];service;;;34.4;10683905655;10683905654
1148295126;1148295126;[10683905657, 10683905656];service;;;38.8;10683905657;10683905656
1148295127;1148295127;[10683905659, 10683905658];service;;;29.6;10683905659;10683905658
1148295128;1148295128;[10683905661, 10683905660];service;;;34.9;10683905661;10683905660
1148295129;1148295129;[10683905663, 10683905662];service;;;35.8;10683905663;10683905662
1148295161;1148295161;[10683905764, 10683905763];service;;;40.3;10683905764;10683905763
1148295162;1148295162;[10683905766, 10683905765];service;;;36.1;10683905766;10683905765
1148295163;1148295163;[10683905768, 10683905767];service;;;36.2;10683905768;10683905767
1148295168;1148295168;[10683905778, 10683905777];service;;;32.0;10683905778;10683905777
1148295169;1148295169;[10683905780, 10683905779];service;;;33.6;10683905780;10683905779
1149711868;1149711868;[10695360997, 10695360996];service;;;18.5;10695360997;10695360996
1149711869;1149711869;[10695360998, 10695360997];service;;;10.5;10695360998;10695360997
1149726729;1149726729;[704989010, 254052456];secondary;Allées Marines;asphalt;25.3;704989010;254052456
1149726730;1149726730;[4119107469, 704989010];secondary;Allées Marines;asphalt;11.9;4119107469;704989010
1150555220;1150555220;[10702872566, 10702861256];secondary;Boulevard Alsace-Lorraine;asphalt;10.3;10702872566;10702861256
1150555225;1150555225;[10702861256, 3653092001];secondary;Boulevard Alsace-Lorraine;asphalt;21.1;10702861256;3653092001
1151176427;1151176427;[5639532662, 10708960705, 10708960706, 10708960707, 10708960708, 10708960709, 10708960710, 10708960711, 10708960712, 10708960713, 10708960714, 10708960715, 10708960716, 10708960717, 10708960718, 3914391621];service;;;176.8;5639532662;3914391621
1151176429;1151176429;[2024609918, 4119107469];secondary;Allées Marines;asphalt;6.5;2024609918;4119107469
1151176430;1151176430;[476450955, 10708960737, 10708960724];secondary;Allées Marines;asphalt;28.7;476450955;10708960724
1151176431;1151176431;[476450955, 10708960730, 10708960731, 10708960732];unclassified;;;3.4;476450955;10708960732
1152225867;1152225867;[10717401880, 10717401879, 10717401878, 10717401877, 10717401876];footway;;concrete;40.0;10717401880;10717401876
1152225871;1152225871;[10717401890, 10717401889, 10717401888, 12325752935, 12325752934, 12325752933, 12325752932, 12325752931, 12325752930, 12325752929, 6765904998];footway;;asphalt;69.9;10717401890;6765904998
1152225872;1152225872;[10717401896, 10717401895, 10717401894, 10717401893, 10717401892, 10717401891];path;;asphalt;63.8;10717401896;10717401891
1152225873;1152225873;[7556460447, 10717401896];path;;asphalt;14.3;7556460447;10717401896
1152225874;1152225874;[7635993790, 10717401896];path;;asphalt;17.0;7635993790;10717401896
1152751878;1152751878;[7531505242, 269247916];living_street;Rue des Gouverneurs;asphalt;13.6;7531505242;269247916
1152753836;1152753836;[269247912, 5487050101, 269247910];residential;Rue des Prébendés;sett;28.0;269247912;269247910
1154145732;1154145732;[10733819354, 10733819355, 10733819356, 10733819357, 10733819358];footway;;;79.1;10733819354;10733819358
1154145913;1154145913;[1879417941, 10733819364];residential;Rue Gentil Ader;asphalt;10.1;1879417941;10733819364
1154982831;1154982831;[255403498, 5484528676, 5484528675, 5484528682, 388496638];secondary;Rue Gustave Eiffel;asphalt;25.6;255403498;388496638
1154982832;1154982832;[476292636, 476292634];secondary;Rue Gustave Eiffel;asphalt;13.3;476292636;476292634
1156362896;1156362896;[7603423186, 7040718276];footway;;;5.3;7603423186;7040718276
1156362897;1156362897;[10753846075, 10753846078];steps;;;8.3;10753846075;10753846078
1156362898;1156362898;[7603423186, 10753846077, 10753846076, 10753846075];footway;;;13.9;7603423186;10753846075
1156362899;1156362899;[10753846078, 1806175540];footway;;;7.5;10753846078;1806175540
1156368403;1156368403;[3419371491, 10753882008];footway;;;2.4;3419371491;10753882008
1156368410;1156368410;[10753882040, 10753882051];footway;;;1.3;10753882040;10753882051
1156368411;1156368411;[10753882043, 10753882040];footway;;;15.3;10753882043;10753882040
1156368413;1156368413;[10753882044, 10753882043];footway;;;8.8;10753882044;10753882043
1156368414;1156368414;[10753882048, 10753882047, 10753882046];footway;;;27.7;10753882048;10753882046
1156368415;1156368415;[10753882068, 10753882052];footway;;;4.4;10753882068;10753882052
1156368418;1156368418;[10753882052, 10753882051];steps;;;1.8;10753882052;10753882051
1156368419;1156368419;[3419371497, 10753882058];footway;;;0.9;3419371497;10753882058
1156368421;1156368421;[6488241261, 10753882063, 10753882073];footway;;;24.5;6488241261;10753882073
1156368422;1156368422;[10753882068, 10753882065, 10753882064];footway;;;26.5;10753882068;10753882064
1156368424;1156368424;[10753882075, 10753882072, 10753882071, 10753882039, 10753882070];path;;;20.6;10753882075;10753882070
1156375669;1156375669;[10753913020, 10753913019];footway;;;3.5;10753913020;10753913019
1156375670;1156375670;[10753913022, 10753913021, 10753913020];footway;;;35.8;10753913022;10753913020
1156375671;1156375671;[10753913053, 10753913027];footway;;;38.2;10753913053;10753913027
1156375672;1156375672;[10753913053, 10753882050];footway;;;10.4;10753913053;10753882050
1156375677;1156375677;[10753913048, 10753913045];footway;;;5.0;10753913048;10753913045
1156383679;1156383679;[10753958726, 10753958720];footway;;;2.9;10753958726;10753958720
1156383680;1156383680;[10753958724, 3732013423];footway;;;6.4;10753958724;3732013423
1156383681;1156383681;[10753958723, 8989913155];footway;;;4.2;10753958723;8989913155
1156383682;1156383682;[10753958725, 10753958723];footway;;;17.4;10753958725;10753958723
1156390710;1156390710;[8989913155, 1806175565];residential;Place Manuel Castiella;;5.1;8989913155;1806175565
1156399898;1156399898;[6488241281, 10754085150, 10754085149, 10754085148, 10754085151];service;;;31.4;6488241281;10754085151
1156764523;1156764523;[10757164596, 10757164595];footway;;asphalt;50.3;10757164596;10757164595
1156764525;1156764525;[10757164598, 10757164597, 10757164596];footway;;asphalt;64.4;10757164598;10757164596
1156764527;1156764527;[10757189506, 1890053023];footway;;asphalt;5.3;10757189506;1890053023
1156764529;1156764529;[10757189510, 10757189509];footway;;concrete;3.3;10757189510;10757189509
1156764530;1156764530;[10757189512, 10757189511];footway;;concrete;4.1;10757189512;10757189511
1156764531;1156764531;[10757189514, 10757189513];footway;;concrete;7.5;10757189514;10757189513
1156764532;1156764532;[10757189515, 10708960739];footway;;asphalt;4.9;10757189515;10708960739
1165464863;1165464863;[10840312598, 10840312597];footway;;;20.4;10840312598;10840312597
1167549126;1167549126;[6765905002, 10858040722];steps;;concrete;4.4;6765905002;10858040722
1171257236;1171257236;[10883951781, 10883951782, 10883951783, 10883951784, 10883951785, 10883951786, 10883951787];service;;;104.7;10883951781;10883951787
1171258422;1171258422;[254053907, 3605927459, 3605927460, 10883967070];footway;;asphalt;29.4;254053907;10883967070
1175924925;1175924925;[10926458771, 10926458772];footway;;paving_stones;4.6;10926458771;10926458772
1175924926;1175924926;[10926458772, 10926458773];steps;;metal;0.9;10926458772;10926458773
1175924927;1175924927;[10926458774, 10926458775];footway;;paving_stones;4.3;10926458774;10926458775
1175924928;1175924928;[10926458776, 10926458775];steps;;metal;2.2;10926458776;10926458775
1175924929;1175924929;[10926458776, 10926458773];footway;;metal;20.9;10926458776;10926458773
1175926163;1175926163;[10926433662, 10926433664, 10926433663];footway;;;4.3;10926433662;10926433663
1175926164;1175926164;[6974014760, 10926433665, 10926433666, 10926433667, 10926433668, 10926433669, 10926433670, 10926433663];footway;;;34.6;6974014760;10926433663
1175927954;1175927954;[10926477217, 10926477218];steps;;;4.0;10926477217;10926477218
1176280760;1176280760;[10929128603, 10929144607];footway;;paving_stones;5.6;10929128603;10929144607
1176280761;1176280761;[10929128604, 10929144607];steps;;paving_stones;6.1;10929128604;10929144607
1176280762;1176280762;[10929144605, 10929143695];footway;;paving_stones;0.0;10929144605;10929143695
1176280763;1176280763;[10929144605, 10929144607];steps;;paving_stones;2.2;10929144605;10929144607
1176280764;1176280764;[10929144609, 10929144607];footway;;paving_stones;2.9;10929144609;10929144607
1176280765;1176280765;[2441501539, 10929144608, 10929128603];footway;;paving_stones;15.5;2441501539;10929128603
1176280768;1176280768;[10929144612, 10929144611];footway;;paving_stones;2.4;10929144612;10929144611
1176280769;1176280769;[10929144610, 10929144612];footway;;paving_stones;3.0;10929144610;10929144612
1176284555;1176284555;[10929143677, 10929143676];footway;;paving_stones;11.0;10929143677;10929143676
1176284556;1176284556;[255400671, 10929143677];steps;;paving_stones;12.6;255400671;10929143677
1176284559;1176284559;[10929143683, 10929143682];steps;;paving_stones;3.4;10929143683;10929143682
1176284560;1176284560;[10929143686, 10929143684];footway;;paving_stones;3.8;10929143686;10929143684
1176284561;1176284561;[10929143684, 10929143687, 10929143685];footway;;paving_stones;8.6;10929143684;10929143685
1176291711;1176291711;[2441233894, 5484526633, 2441233897];footway;;asphalt;37.7;2441233894;2441233897
1176291712;1176291712;[10929206804, 10929206803];steps;;asphalt;6.6;10929206804;10929206803
1176291716;1176291716;[255400854, 10929206804];footway;;;3.6;255400854;10929206804
1182014023;1182014023;[10976837274, 10976837275, 10976837276, 10976837277, 10976837278, 10976837279, 10976837280, 10976837281];path;;;30.8;10976837274;10976837281
1182016204;1182016204;[1575406457, 10976862311, 10976862312, 10976862313, 10976862314, 10976862315, 10976862316, 10976862317, 10976862318, 10976862319, 10976862320];service;;asphalt;223.1;1575406457;10976862320
1182277955;1182277955;[6488241285, 10976837273, 10976837274];steps;;;9.6;6488241285;10976837274
1182277956;1182277956;[10976837281, 10976837285];service;;;18.6;10976837281;10976837285
1185358419;1185358419;[6290764017, 11010920497, 11010920496];tertiary;Rue de Ravignan;concrete;32.9;6290764017;11010920496
1187916562;1187916562;[840829634, 848724990, 848724991, 848724992];tertiary;Giratoire Fredo Herrera;asphalt;6.6;840829634;848724992
1187916563;1187916563;[848724987, 718368373, 840829601, 848724988, 848724989, 3634129041, 840829634];tertiary;Giratoire Fredo Herrera;asphalt;14.3;848724987;840829634
1188229438;1188229438;[254933310, 270960150];residential;Rue Aristide Briand;asphalt;15.4;254933310;270960150
1188229439;1188229439;[270960150, 9558410725, 254933800];residential;Rue Aristide Briand;asphalt;66.7;270960150;254933800
1188967794;1188967794;[11040146758, 11040352199];residential;Place des Basques;asphalt;18.7;11040146758;11040352199
1188992812;1188992812;[11040352199, 11030703914];residential;Place des Basques;asphalt;23.3;11040352199;11030703914
1189232113;1189232113;[8648547794, 6650044169];service;;;5.8;8648547794;6650044169
1189232122;1189232122;[9558378211, 8648547793];service;;;17.5;9558378211;8648547793
1189338953;1189338953;[11043700697, 11043700696];footway;;;7.1;11043700697;11043700696
1189734733;1189734733;[6650044169, 8648547792];service;;;6.7;6650044169;8648547792
1189734760;1189734760;[8648547789, 6665264790];service;;;6.7;8648547789;6665264790
1189734764;1189734764;[9558378209, 8648547789];service;;;16.7;9558378209;8648547789
1189876353;1189876353;[8648547796, 8648547794];service;;;6.2;8648547796;8648547794
1190799879;1190799879;[11056553923, 11056553922];steps;;;2.2;11056553923;11056553922
1190799880;1190799880;[11056553924, 11056553922];footway;;;5.3;11056553924;11056553922
1190799881;1190799881;[11056553925, 11056553924];footway;;;9.8;11056553925;11056553924
1190799882;1190799882;[10929206785, 11056553925];footway;;;4.9;10929206785;11056553925
1190963531;1190963531;[11058013351, 2429850733, 11912039712];footway;;asphalt;10.5;11058013351;11912039712
1192111196;1192111196;[2612722760, 3760192368];footway;;asphalt;3.6;2612722760;3760192368
1192111197;1192111197;[5473696306, 5473696305, 3760192374];footway;;asphalt;58.1;5473696306;3760192374
1192111198;1192111198;[5473696307, 5473696306];footway;;asphalt;3.9;5473696307;5473696306
1192111199;1192111199;[3760192373, 5473696307];footway;;concrete;3.0;3760192373;5473696307
1192112838;1192112838;[1795586401, 2441623457];residential;Rue Sainte-Ursule;asphalt;5.3;1795586401;2441623457
1192112839;1192112839;[4867744969, 2441623460];footway;;asphalt;5.0;4867744969;2441623460
1192112840;1192112840;[4867744970, 4867744997];footway;;asphalt;3.1;4867744970;4867744997
1192607920;1192607920;[11070857169, 11070857168];service;;;13.8;11070857169;11070857168
1192607921;1192607921;[1797271540, 11070857169];service;;;6.6;1797271540;11070857169
1192641242;1192641242;[5769965290, 3733474556, 5464276984, 5464276985, 5464276986];cycleway;;asphalt;56.8;5769965290;5464276986
1192661271;1192661271;[6943063122, 476450932];residential;Quai de Lesseps;asphalt;44.2;6943063122;476450932
1192673071;1192673071;[4232098493, 4232098489, 4232098490];service;;;12.1;4232098493;4232098490
1192673072;1192673072;[10883951780, 10883951781];service;;;10.2;10883951780;10883951781
1192673073;1192673073;[706198523, 1879417838, 1879417900];service;;asphalt;17.4;706198523;1879417900
1194468080;1194468080;[11086703159, 11086703176];footway;;gravel;8.6;11086703159;11086703176
1194468081;1194468081;[11086703184, 11086703180, 11086703179, 11086703178, 11086703177, 11086703155, 11086703166];footway;;gravel;16.1;11086703184;11086703166
1200822265;1200822265;[11134046182, 5995038320];footway;;;6.2;11134046182;5995038320
1200822266;1200822266;[11134046181, 11134046182];steps;;;13.2;11134046181;11134046182
1201639219;1201639219;[7567052003, 11140763344, 11140763343, 11140763342, 5487050177];footway;;asphalt;73.2;7567052003;5487050177
1201639220;1201639220;[5484528536, 3733474551];footway;;asphalt;3.1;5484528536;3733474551
1201639221;1201639221;[5484528543, 5484528544, 5480072145];footway;;;14.7;5484528543;5480072145
1201639222;1201639222;[4867744979, 4867744990, 5641466789];footway;;asphalt;7.3;4867744979;5641466789
1201639223;1201639223;[1830939771, 4867744979];path;;asphalt;7.3;1830939771;4867744979
1201639224;1201639224;[5995038320, 2612722755, 2612722756];footway;;asphalt;17.1;5995038320;2612722756
1201639225;1201639225;[3585278126, 1806175404, 5487050139];cycleway;;asphalt;13.1;3585278126;5487050139
1201639226;1201639226;[9516486137, 9516486136];footway;;concrete;10.5;9516486137;9516486136
1201639227;1201639227;[9516486140, 5487073243];footway;Quai Pedros;concrete;17.7;9516486140;5487073243
1201639228;1201639228;[848724543, 7591405724, 7591405725, 848724544, 848724546, 2013030582, 5487050140, 12081259710, 848724547];cycleway;;;81.2;848724543;848724547
1202747694;1202747694;[11149909290, 11149909293];steps;;;6.4;11149909290;11149909293
1202747695;1202747695;[8950580252, 8950580251];steps;;;2.4;8950580252;8950580251
