id_som;lat;lon;nom;equipement;bus;rue;numrue;tourism;artiste;type_art;date_debut;panoramax;tourisme;nom_artiste
388382481;43.4933616;-1.4746014;;;;;;;;;;;;
388382483;43.4936545;-1.4747449;Mairie de Bayonne;;yes;;;;;;;;;
388189778;43.4926549;-1.4785666;;;;;;;;;;;;
1879458863;43.4928257;-1.4789266;;;;;;;;;;;;
597617167;43.488857;-1.4726387;;;;;;;;;;;;
1806149100;43.4883494;-1.4724842;;;;;;;;;;;;
717860502;43.4947242;-1.4626079;;;;;;;;;;;;
717860585;43.4949085;-1.4622367;;;;;;;;;;;;
717860464;43.4951538;-1.4641877;;;;;;;;;;;;
717860603;43.4946098;-1.4649291;;;;;;;;;;;;
717860600;43.4949693;-1.4629221;;;;;;;;;;;;
717860461;43.4952785;-1.4625535;;;;;;;;;;;;
717860576;43.495217;-1.4642943;;;;;;;;;;;;
717860508;43.4957937;-1.4633331;;;;;;;;;;;;
717860570;43.4944465;-1.4623578;;;;;;;;;;;;
717860491;43.494375;-1.462051;;;;;;;;;;;;
1830766532;43.4939945;-1.4646193;;;;;;;;;;;;
717860510;43.4933452;-1.4637351;;;;;;;;;;;;
717877854;43.4948998;-1.4668635;;;;;;;;;;;;
254935072;43.4951394;-1.4670232;;;;;;;;;;;;
706302156;43.4902806;-1.4723289;;;;;;;;;;;;
257607977;43.490656;-1.4715238;;;;;;;;;;;;
269248037;43.4908321;-1.4715436;;;;;;;;;;;;
6290769331;43.4942321;-1.4659564;;;;;;;;;;;;
4504341856;43.4943606;-1.4657964;;;;;;;;;;;;
967747793;43.4918522;-1.4731523;;;;;;;;;;;;
631661853;43.4915498;-1.4738319;;;;;;;;;;;;
4868223520;43.4922944;-1.4737627;;;;;;;;;;;;
1464368283;43.4916455;-1.4786321;;;;;;;;;;;;
11980405124;43.4916399;-1.4786004;;;;;;;;;;;;
1464368282;43.4915915;-1.4783083;;;;;;;;;;;;
6256038966;43.4914805;-1.4776196;;;;;;;;;;;;
1575406417;43.496748;-1.482907;;;;;;;;;;;;
1575406425;43.4970002;-1.4836469;;;;;;;;;;;;
1722019552;43.497336;-1.4845982;;;;;;;;;;;;
3651250502;43.4953245;-1.4788811;;;;;;;;;;;;
10708960724;43.4955777;-1.4796489;;;;;;;;;;;;
3362291617;43.4951917;-1.4707753;;;;;;;;;;;;
2441623384;43.4952504;-1.4708932;;;;;;;;;;;;
5464276907;43.4969789;-1.4636647;;;;;;;;;;;;
254935066;43.4968767;-1.4637639;;;;;;;;;;;;
1694774113;43.4955322;-1.4833702;;;;;;;;;;;;
704989001;43.4952676;-1.4823818;;;;;;;;;;;;
254934853;43.4958868;-1.4694797;;;;;;;;;;;;
1829846427;43.4957706;-1.4692933;;;;;;;;;;;;
1795586393;43.4969936;-1.474668;;;;;;;;;;;;
1795586401;43.4967142;-1.4748683;;;;;;;;;;;;
718370071;43.499733;-1.4836734;;;;;;;;;;;;
718370048;43.4994487;-1.4829269;;;;;;;;;;;;
1795808937;43.4981987;-1.4602793;;;;;;;;;;;;
1795808946;43.4985906;-1.4602045;;;;;;;;;;;;
1795814041;43.4945632;-1.4602321;;;;;;;;;;;;
1795814043;43.4944149;-1.4596729;;;;;;;;;;;;
1796016004;43.4904742;-1.4850945;;;;;;;;;;;;
1796016034;43.4910461;-1.4843441;;;;;;;;;;;;
1796016059;43.4919855;-1.485807;;;;;;;;;;;;
1796016062;43.492432;-1.4856223;;;;;;;;;;;;
1796016019;43.4905762;-1.486837;;;;;;;;;;;;
1796016018;43.4905489;-1.4867035;;;;;;;;;;;;
705032430;43.4910285;-1.4860509;;;;;;;;;;;;
1796016006;43.4904909;-1.4852352;;;;;;;;;;;;
7629117094;43.4884642;-1.4783687;;;;;;;;;;;;
1797141971;43.4883774;-1.4783804;;;;;;;;;;;;
1797148226;43.487784;-1.4791235;;;;;;;;;;;;
1797148231;43.4878632;-1.4788767;;;;;;;;;;;;
1797187499;43.4963008;-1.4606482;;;;;;;;;;;;
1797187501;43.4964574;-1.4610623;;;;;;;;;;;;
1797196764;43.4854369;-1.4712364;;;;;;;;;;;;
1797196789;43.485959;-1.4704462;;;;;;;;;;;;
1797205766;43.4860901;-1.4736569;;;;;;;;;;;;
255403509;43.4862156;-1.4736643;;;;;;;;;;;;
255403511;43.4870637;-1.4743231;;;;;;;;;;;;
1797215410;43.4876042;-1.4666493;;;;;;;;;;;;
1797215398;43.4872826;-1.4662879;;;;;;;;;;;;
1806210315;43.487785;-1.4643711;;;;;;;;;;;;
1797215411;43.4876752;-1.4641723;;;;;;;;;;;;
1797242441;43.4859456;-1.4676156;;;;;;;;;;;;
1797242425;43.485393;-1.4660566;;;;;;;;;;;;
1797271577;43.4968238;-1.4649328;;;;;;;;;;;;
1797271560;43.4964749;-1.4644915;;;;;;;;;;;;
1797271578;43.4968545;-1.4658304;;;;;;;;;;;;
1797271567;43.4966305;-1.4655502;;;;;;;;;;;;
1801329751;43.4895697;-1.4715007;;;;;;;;;;;;
1801329756;43.4898105;-1.4710152;;;;;;;;;;;;
1801329759;43.4899499;-1.4709455;;;;;;;;;;;;
1801329750;43.4895426;-1.4715936;;;;;;;;;;;;
388189759;43.4937859;-1.4768592;;;;;;;;;;;;
1801850120;43.4940028;-1.4772387;;;;;;;;;;;;
11903420351;43.4885534;-1.475843;;;;;;;;;;;;
1808592002;43.4891937;-1.4739804;;;;;;;;;;;;
1808592006;43.4888536;-1.4739737;;;;;;;;;;;;
1797271546;43.4961217;-1.4705451;;;;;;;;;;;;
1804849283;43.4957994;-1.4708282;;;;;;;;;;;;
1804905746;43.4867445;-1.4867879;;;;;;;;;;;;
1800874894;43.4862941;-1.4868392;;;;;;;;;;;;
1806149110;43.4891025;-1.471976;;;;;;;;;;;;
1806149118;43.4891756;-1.4720229;;;;;;;;;;;;
1806149148;43.4893135;-1.472125;;;;;;;;;;;;
255402704;43.492846;-1.4750013;;;;;;;;;;;;
1806175487;43.4961904;-1.4881673;;;;;;;;;;;;
1806175537;43.4964151;-1.4880098;;;;;;;;;;;;
1806175486;43.4957309;-1.4877424;;;;;;;;;;;;
1806175417;43.4959494;-1.4875796;;;;;;;;;;;;
1828784578;43.4916359;-1.4773343;;;;;;;;;;;;
388496642;43.4864974;-1.4795394;;;;;;;;;;;;
254522026;43.4864342;-1.4784805;;;;;;;;;;;;
6707433889;43.4956232;-1.4694443;;;;;;;;;;;;
12685035981;43.4952867;-1.4697774;;;;;;;;;;;;
1829836638;43.4930435;-1.4674697;;;;;;;;;;;;
255321840;43.4932858;-1.4672106;;;;;;;;;;;;
1829852865;43.4954333;-1.4687991;;;;;;;;;;;;
1829852867;43.4949621;-1.4692216;;;;;;;;;;;;
254934854;43.4952125;-1.4684848;;;;;;;;;;;;
1829852857;43.4947773;-1.468771;;;;;;;;;;;;
3150254925;43.4945721;-1.4695308;;;;;;;;;;;;
1829846411;43.4944906;-1.4697166;;;;;;;;;;;;
2216543248;43.4954621;-1.4692479;;;;;;;;;;;;
3150255632;43.4951158;-1.4695549;;;;;;;;;;;;
1830939768;43.4987948;-1.4820154;;;;;;;;;;;;
1830939789;43.4994111;-1.4820489;;;;;;;;;;;;
4867744982;43.4988691;-1.481319;;;;;;;;;;;;
1830939783;43.4985096;-1.4813653;;;;;;;;;;;;
1830939801;43.4993951;-1.4818682;;;;;;;;;;;;
1830939764;43.4986772;-1.4817602;;;;;;;;;;;;
4865716983;43.4975052;-1.4780239;;;;;;;;;;;;
3368086465;43.5002959;-1.4799123;;;;;;;;;;;;
1831045180;43.4974071;-1.4666288;;;;;;;;;;;;
1831045146;43.4978449;-1.4672457;;;;;;;;;;;;
9505310289;43.4983181;-1.4677394;;;;;;;;;;;;
9679735265;43.4984292;-1.4682333;;;;;;;;;;;;
718368634;43.485936;-1.4762597;;;;;;;;;;;;
718369016;43.4855296;-1.4761478;;;;;;;;;;;;
6943063124;43.498569;-1.4814793;;;;;;;;;;;;
255402680;43.4931892;-1.4759449;;;;;;;;;;;;
388189693;43.493498;-1.4764052;;;;;;;;;;;;
493976051;43.4848456;-1.4858698;;;;;;;;;;;;
1879402987;43.4864313;-1.4857362;;;;;;;;;;;;
493976025;43.484698;-1.4851739;;;;;;;;;;;;
1879402988;43.485987;-1.4844164;;;;;;;;;;;;
4323212070;43.4886154;-1.4866609;;;;;;;;;;;;
4323212069;43.4882535;-1.4868836;;;;;;;;;;;;
1879417843;43.488032;-1.4859166;;;;;;;;;;;;
1879417831;43.4875338;-1.4857047;;;;;;;;;;;;
1879458824;43.4912023;-1.4809209;;;;;;;;;;;;
1879458819;43.4914038;-1.4806601;;;;;;;;;;;;
1879458852;43.4911465;-1.4812064;;;;;;;;;;;;
7593050982;43.4914903;-1.4810528;;;;;;;;;;;;
848725721;43.4878272;-1.4744736;;;;;;;;;;;;
8870053973;43.4878294;-1.4744971;;;;;;;;;;;;
1888303662;43.4947798;-1.4770426;;;;;;;;;;;;
1888303671;43.4948279;-1.4771307;;;;;;;;;;;;
7667113678;43.4943951;-1.4762759;;;;;;;;;;;;
1888303653;43.4944867;-1.4764384;;;;;;;;;;;;
6480663689;43.4945399;-1.477409;;;;;;;;;;;;
1888303631;43.4947354;-1.4773728;;;;;;;;;;;;
1888303623;43.4946841;-1.476855;;;;;;;;;;;;
1888318068;43.4875062;-1.4735721;;;;;;;;;;;;
1888318081;43.4878618;-1.4722418;;;;;;;;;;;;
705032439;43.4930192;-1.4854717;;;;;;;;;;;;
476450956;43.4958403;-1.480429;;;;;;;;;;;;
476450955;43.4956844;-1.4799725;;;;;;;;;;;;
1797181387;43.4926953;-1.473334;;;;;;;;;;;;
7352104708;43.4926396;-1.473227;;;;;;;;;;;;
595783555;43.491297;-1.4814552;;;;;;;;;;;;
2623391535;43.4913725;-1.4817414;;;;;;;;;;;;
1831031436;43.4990629;-1.4699682;;;;;;;;;;;;
1831045182;43.4984592;-1.4683671;;;;;;;;;;;;
2216543249;43.4955275;-1.4691867;;;;;;;;;;;;
1829852869;43.4956307;-1.4690903;;;;;;;;;;;;
2282793940;43.4868181;-1.4665626;;;;;;;;;;;;
2282793943;43.4870209;-1.4666829;;;;;;;;;;;;
2282793947;43.487271;-1.4663134;;;;;;;;;;;;
2288482707;43.4881603;-1.4701898;;;;;;;;;;;;
2288482744;43.4906462;-1.4689215;;;;;;;;;;;;
2288482741;43.4902376;-1.4685438;;;;;;;;;;;;
2288482740;43.4902166;-1.4685869;;;;;;;;;;;;
2288482717;43.4885252;-1.4689077;;;;;;;;;;;;
2288482718;43.4885416;-1.4686824;;;;;;;;;;;;
255403501;43.4868954;-1.4701382;;;;;;;;;;;;
2288482672;43.4870686;-1.4703547;;;;;;;;;;;;
2288482677;43.4873432;-1.4693998;;;;;;;;;;;;
7191486219;43.4875643;-1.4688299;;;;;;;;;;;;
2288482722;43.4889669;-1.4692665;;;;;;;;;;;;
1865914219;43.4936081;-1.4762837;;;;;;;;;;;;
6930121452;43.4892503;-1.4803089;;;;;;;;;;;;
1806155813;43.489283;-1.4803466;;;;;;;;;;;;
2305313135;43.4909746;-1.4806102;;;;;;;;;;;;
1236256612;43.4910644;-1.4807111;Parking Paulmy;parking_entrance;;;;;;;;;;
1829823617;43.4909562;-1.4758239;;;;;;;;;;;;
255402215;43.4910207;-1.4758721;;;;;;;;;;;;
10929143691;43.4908537;-1.4770627;;;;;;;;;;;;
388382293;43.4907401;-1.4767245;;;;;;;;;;;;
8254499981;43.4921525;-1.4769778;Ch̢teau Vieux;;yes;;;;;;;;;
7629117096;43.4884809;-1.4782451;;;;;;;;;;;;
1797141974;43.4886045;-1.4784061;;;;;;;;;;;;
388382470;43.4885407;-1.4795675;;;;;;;;;;;;
1827160769;43.4882157;-1.4810282;;;;;;;;;;;;
269247895;43.4907334;-1.4771418;;;;;;;;;;;;
364415670;43.4952294;-1.4698452;;;;;;;;;;;;
597616059;43.4954559;-1.4702046;;;;;;;;;;;;
3513549749;43.4910078;-1.4740384;;;;;;;;;;;;
254920705;43.4909897;-1.4739744;;;;;;;;;;;;
2436291984;43.4888568;-1.4785823;;;;;;;;;;;;
2436291985;43.4888876;-1.4786207;;;;;;;;;;;;
2436291989;43.4889082;-1.4786464;;;;;;;;;;;;
2436291992;43.4889329;-1.478685;;;;;;;;;;;;
2436291986;43.4888974;-1.4786329;;;;;;;;;;;;
2436291991;43.4889154;-1.4786054;;;;;;;;;;;;
2436291978;43.4885779;-1.4782106;;;;;;;;;;;;
2436291973;43.488487;-1.4781054;;;;;;;;;;;;
8870053992;43.4864865;-1.4771744;;;;;;;;;;;;
1887243058;43.4864705;-1.4764457;;;;;;;;;;;;
2441501524;43.4906253;-1.4767908;;;;;;;;;;;;
388382337;43.4902989;-1.4777235;;;;;;;;;;;;
2441501518;43.4903879;-1.4780179;;;;;;;;;;;;
2441623457;43.4966662;-1.474871;;;;;;;;;;;;
2441623447;43.4965796;-1.4748665;;;;;;;;;;;;
2441623394;43.4957352;-1.4708888;;;;;;;;;;;;
2441623396;43.4957791;-1.4711381;;;;;;;;;;;;
2441623435;43.4963972;-1.4718857;;;;;;;;;;;;
751512613;43.49633;-1.4718937;;;;;;;;;;;;
1829826279;43.4909471;-1.4759743;;;;;;;;;;;;
2611523786;43.4891213;-1.4801416;;;;;;;;;;;;
11980405122;43.4912318;-1.4789147;;;;;;;;;;;;
2611523777;43.4887679;-1.4802571;;;;;;;;;;;;
2611523781;43.4889738;-1.4805339;;;;;;;;;;;;
2611523776;43.4886723;-1.4803815;;;;;;;;;;;;
2611523779;43.4888827;-1.4806626;;;;;;;;;;;;
1806155780;43.4890148;-1.4800164;;;;;;;;;;;;
2611523783;43.4890622;-1.4804081;;;;;;;;;;;;
2611523809;43.4902913;-1.4800455;;;;;;;;;;;;
1806155809;43.4907406;-1.4804815;;;;;;;;;;;;
1879458841;43.4855857;-1.4759358;;;;;;;;;;;;
2437908723;43.4864872;-1.4754962;;;;;;;;;;;;
3068359379;43.4862668;-1.4865688;;;;;;;;;;;;
3068359378;43.4852529;-1.4864869;;;;;;;;;;;;
254933310;43.4948002;-1.4651972;;;;;;;;;;;;
255322428;43.4942868;-1.4677088;;;;;;;;;;;;
577898260;43.4939445;-1.468264;;;;;;;;;;;;
8118376334;43.4949091;-1.4701737;;;;;;;;;;;;
255322838;43.4948266;-1.4702193;;;;;;;;;;;;
7003820156;43.495927;-1.469755;;;;;;;;;;;;
2441623381;43.4953029;-1.4708368;;;;;;;;;;;;
401332553;43.4873118;-1.4672066;;;;;;;;;;;;
3247798523;43.4933857;-1.482153;;;;;;;;;;;;
3247798528;43.4927533;-1.4826868;;;;;;;;;;;;
3415990293;43.4923734;-1.4614764;;;;;;;;;;;;
7602110407;43.493189;-1.4615297;;;;;;;;;;;;
3419371493;43.4968859;-1.4886903;;;;;;;;;;;;
3419371491;43.4969745;-1.4889167;;;;;;;;;;;;
3419371497;43.4967553;-1.4883364;;;;;;;;;;;;
3419374036;43.495523;-1.4869985;;;;;;;;;;;;
3419374037;43.4956704;-1.48737;;;;;;;;;;;;
3419391596;43.4863163;-1.4673802;;;;;;;;;;;;
3434342813;43.4859346;-1.4883785;;;;;;;;;;;;
3434342807;43.4861682;-1.4883893;;;;;;;;;;;;
3563710436;43.489826;-1.4815696;;;;;;;;;;;;
8792418551;43.4894709;-1.4817627;;;;;;;;;;;;
3580226494;43.4960933;-1.4829366;;;;;;;;;;;;
3580226493;43.495792;-1.4820439;;;;;;;;;;;;
4117139168;43.4878231;-1.467289;;;;;;;;;;;;
4117156040;43.487477;-1.4668659;;;;;;;;;;;;
5107190982;43.4989853;-1.4647671;;;;;;;;;;;;
5107190986;43.4993506;-1.4647289;;;;;;;;;;;;
3585278130;43.4973427;-1.4834527;;;;;;;;;;;;
3585278122;43.4971922;-1.4832919;;;;;;;;;;;;
3585278126;43.4970665;-1.4826175;;;;;;;;;;;;
3585278127;43.4970687;-1.4829526;;;;;;;;;;;;
3634129039;43.4862503;-1.488988;;;;;;;;;;;;
3068358958;43.4864644;-1.4877801;;;;;;;;;;;;
1879458799;43.4859949;-1.477631;;;;;;;;;;;;
3634129046;43.4862874;-1.4712436;;;;;;;;;;;;
255403503;43.4861651;-1.471714;;;;;;;;;;;;
2024609918;43.4962252;-1.4815017;;;;;;;;;;;;
6285609913;43.4961456;-1.4813344;;;;;;;;;;;;
3653092001;43.4945885;-1.4683378;;;;;;;;;;;;
3653092000;43.4947077;-1.4683251;;;;;;;;;;;;
10702872566;43.4944369;-1.4680105;;;;;;;;;;;;
1829836652;43.4901319;-1.4629722;;;;;;;;;;;;
5480072150;43.4902563;-1.4627263;;;;;;;;;;;;
3658634699;43.4902165;-1.4627447;;;;;;;;;;;;
10180877519;43.4899524;-1.4627896;;;;;;;;;;;;
5480072145;43.4883393;-1.4652734;;;;;;;;;;;;
3563697928;43.4869966;-1.4669135;;;;;;;;;;;;
1797215397;43.487154;-1.4665894;;;;;;;;;;;;
3668881525;43.4880876;-1.4783759;;;;;;;;;;;;
3668881327;43.4880456;-1.4785949;;;;;;;;;;;;
5487050098;43.4907659;-1.478384;;;;;;;;;;;;
4868366902;43.4908412;-1.477782;;;;;;;;;;;;
6139237288;43.4956368;-1.4700156;;;;;;;;;;;;
4625128436;43.4912986;-1.4644419;;;;;;;;;;;;
388190670;43.5006151;-1.4808176;;;;;;;;;;;;
3731331221;43.5005888;-1.4811786;;;;;;;;;;;;
3731331222;43.5005013;-1.4811751;;;;;;;;;;;;
3732064414;43.4877621;-1.4829335;;;;;;;;;;;;
254053907;43.4878258;-1.4830478;;;;;;;;;;;;
3732064423;43.4881137;-1.4815399;;;;;;;;;;;;
1840379703;43.4880217;-1.4814965;;;;;;;;;;;;
254052456;43.4964157;-1.4819752;;;;;;;;;;;;
2133890183;43.4885349;-1.4652774;;;;;;;;;;;;
5484528536;43.4884264;-1.4654238;;;;;;;;;;;;
7629134859;43.4880458;-1.4786053;;;;;;;;;;;;
3760192374;43.500135;-1.4801643;;;;;;;;;;;;
3760192375;43.5009691;-1.4793916;;;;;;;;;;;;
3779363398;43.4865585;-1.4655141;;;;;;;;;;;;
3779363387;43.4867919;-1.4654782;;;;;;;;;;;;
718368644;43.4870671;-1.4767505;;;;;;;;;;;;
3798028389;43.4872388;-1.4763784;;;;;;;;;;;;
3798028398;43.4856207;-1.4760498;;;;;;;;;;;;
7629121309;43.4860815;-1.4755128;;;;;;;;;;;;
3914390170;43.4963624;-1.4850141;;;;;;;;;;;;
3914389617;43.4964018;-1.4849962;;parking_entrance;;;;;;;;;;
5784888923;43.4961315;-1.4851137;;;;;;;;;;;;
3914828514;43.4881613;-1.4810087;;;;;;;;;;;;
3914828519;43.4879581;-1.4814644;;;;;;;;;;;;
3914844127;43.4933477;-1.4796398;;;;;;;;;;;;
3914844126;43.4935067;-1.4799934;;;;;;;;;;;;
4014812159;43.4907105;-1.4690755;;;;;;;;;;;;
4014812160;43.4907335;-1.4691343;;;;;;;;;;;;
4014824970;43.4880064;-1.4788112;;;;;;;;;;;;
